HGNC_gene,h5_sample_frequency,biotype,gene_length,exon_count,exon_length_total,unique_exon_count,unique_exon_length_total,feature
HYAL2,18389,gene with protein product,4993.0,30.0,14427.0,24.0,12134.0,protein coding
HYAL3,16743,gene with protein product,6575.0,23.0,8751.0,15.0,4538.0,protein coding
HYAL4,5191,gene with protein product,48499.0,23.0,6538.0,16.0,4169.0,protein coding
HYCC1,19072,gene with protein product,124760.0,138.0,62253.0,55.0,48048.0,protein coding
HYCC2,19174,gene with protein product,97954.0,80.0,31869.0,45.0,18971.0,protein coding
HYDIN,11844,gene with protein product,428639.0,304.0,63283.0,195.0,46092.0,protein coding
HYI,18309,gene with protein product,3001.0,76.0,11207.0,35.0,7456.0,protein coding
HYKK,17038,gene with protein product,29809.0,27.0,13477.0,13.0,7353.0,protein coding
HYLS1,18289,gene with protein product,17033.0,10.0,5064.0,8.0,4964.0,protein coding
HYMAI,4066,"RNA, long non-coding",3347.0,1.0,3347.0,1.0,3347.0,lncRNA
HYOU1,19062,gene with protein product,13040.0,525.0,86476.0,99.0,24190.0,protein coding
HYPK,18121,gene with protein product,8286.0,16.0,17089.0,12.0,14078.0,protein coding
IAH1,19292,gene with protein product,22886.0,73.0,16192.0,45.0,10941.0,protein coding
IAPP,6855,gene with protein product,25022.0,16.0,5177.0,14.0,4987.0,protein coding
IARS1,19109,gene with protein product,83648.0,1020.0,177812.0,134.0,50611.0,protein coding
IARS2,19304,gene with protein product,53910.0,35.0,5203.0,35.0,5203.0,protein coding
IATPR,2886,"RNA, long non-coding",43304.0,5.0,1754.0,5.0,1754.0,lncRNA
IBA57,18630,gene with protein product,16454.0,9.0,18496.0,8.0,18158.0,protein coding
IBSP,4300,gene with protein product,12882.0,7.0,1573.0,7.0,1573.0,protein coding
IBTK,19241,gene with protein product,77769.0,213.0,41031.0,78.0,22452.0,protein coding
ICA1,18703,gene with protein product,149504.0,170.0,24977.0,64.0,12110.0,protein coding
ICA1L,18314,gene with protein product,98617.0,138.0,35293.0,63.0,26371.0,protein coding
ICAM1,18760,gene with protein product,15523.0,20.0,5975.0,16.0,5103.0,protein coding
ICAM2,18367,gene with protein product,18041.0,72.0,16121.0,40.0,9132.0,protein coding
ICAM3,18576,gene with protein product,5886.0,55.0,15411.0,42.0,12180.0,protein coding
ICAM4,15213,gene with protein product,1568.0,8.0,3856.0,8.0,3856.0,protein coding
ICAM5,12159,gene with protein product,6827.0,26.0,7747.0,19.0,5923.0,protein coding
ICE1,19051,gene with protein product,69557.0,33.0,9617.0,27.0,9263.0,protein coding
ICE2,19180,gene with protein product,59552.0,110.0,35173.0,66.0,28553.0,protein coding
ICMT,19112,gene with protein product,14780.0,17.0,8962.0,14.0,8528.0,protein coding
ICOS,14375,gene with protein product,24815.0,9.0,5158.0,7.0,4715.0,protein coding
ICOSLG,16948,gene with protein product,26065.0,108.0,58031.0,48.0,46239.0,protein coding
ID1,18257,gene with protein product,1233.0,3.0,2216.0,3.0,2216.0,protein coding
ID2,19376,gene with protein product,5617.0,12.0,4437.0,10.0,3915.0,protein coding
ID3,18617,gene with protein product,1576.0,7.0,2465.0,7.0,2465.0,protein coding
ID4,12634,gene with protein product,4828.0,3.0,3873.0,3.0,3873.0,protein coding
IDE,19053,gene with protein product,122413.0,723.0,169392.0,113.0,55770.0,protein coding
IDH1,19230,gene with protein product,29846.0,55.0,12478.0,30.0,8867.0,protein coding
IDH2,19356,gene with protein product,19433.0,39.0,6838.0,24.0,4845.0,protein coding
IDH3A,19133,gene with protein product,40448.0,148.0,25557.0,72.0,17279.0,protein coding
IDH3B,19285,gene with protein product,5825.0,91.0,12059.0,47.0,7671.0,protein coding
IDH3G,19218,gene with protein product,8747.0,97.0,11412.0,43.0,6311.0,protein coding
IDI1,19334,gene with protein product,9968.0,25.0,11151.0,18.0,8351.0,protein coding
IDI2,8167,gene with protein product,6950.0,5.0,1356.0,5.0,1356.0,protein coding
IDNK,18799,gene with protein product,21082.0,29.0,5516.0,23.0,5018.0,protein coding
IDO1,13421,gene with protein product,26516.0,58.0,9179.0,40.0,7308.0,protein coding
IDO2,9025,gene with protein product,81779.0,26.0,8503.0,23.0,7091.0,protein coding
IDS,18931,gene with protein product,44109.0,53.0,14734.0,32.0,11404.0,protein coding
IDUA,18301,gene with protein product,17568.0,88.0,13884.0,51.0,9179.0,protein coding
IER2,19389,gene with protein product,4501.0,5.0,6335.0,5.0,6335.0,protein coding
IER3,18879,gene with protein product,1350.0,3.0,2587.0,3.0,2587.0,protein coding
IER3IP1,16190,gene with protein product,23531.0,5.0,4511.0,5.0,4511.0,protein coding
IER5,19178,gene with protein product,4201.0,1.0,4201.0,1.0,4201.0,protein coding
IER5L,18344,gene with protein product,2710.0,1.0,2710.0,1.0,2710.0,protein coding
IFFO1,18589,gene with protein product,17113.0,85.0,26543.0,37.0,16491.0,protein coding
IFFO2,18313,gene with protein product,52397.0,20.0,7716.0,13.0,6943.0,protein coding
IFI6,19325,gene with protein product,6149.0,20.0,3373.0,13.0,2277.0,protein coding
IFI16,19289,gene with protein product,55188.0,98.0,26768.0,44.0,12113.0,protein coding
IFI27,18317,gene with protein product,11860.0,52.0,9433.0,34.0,7365.0,protein coding
IFI27L1,18856,gene with protein product,22546.0,59.0,7792.0,36.0,5096.0,protein coding
IFI27L2,19181,gene with protein product,2475.0,17.0,3609.0,17.0,3609.0,protein coding
IFI30,16096,gene with protein product,4956.0,15.0,3515.0,14.0,3332.0,protein coding
IFI35,19056,gene with protein product,7717.0,31.0,5513.0,24.0,4376.0,protein coding
IFI44,18687,gene with protein product,14283.0,47.0,7972.0,32.0,5639.0,protein coding
IFI44L,18374,gene with protein product,26244.0,111.0,34996.0,53.0,26054.0,protein coding
IFIH1,18827,gene with protein product,51611.0,85.0,19261.0,42.0,10425.0,protein coding
IFIT1,18421,gene with protein product,13942.0,5.0,8915.0,5.0,8915.0,protein coding
IFIT1B,5417,gene with protein product,7150.0,2.0,1972.0,2.0,1972.0,protein coding
IFIT2,18327,gene with protein product,25578.0,38.0,30965.0,24.0,24941.0,protein coding
IFIT3,18781,gene with protein product,50167.0,38.0,33458.0,27.0,20977.0,protein coding
IFIT5,18947,gene with protein product,7038.0,18.0,14170.0,16.0,13587.0,protein coding
IFITM1,16630,gene with protein product,5232.0,64.0,15146.0,34.0,7428.0,protein coding
IFITM2,19188,gene with protein product,5743.0,50.0,10030.0,39.0,7783.0,protein coding
IFITM3,19222,gene with protein product,9800.0,61.0,11158.0,39.0,6798.0,protein coding
IFITM5,1576,gene with protein product,1327.0,2.0,736.0,2.0,736.0,protein coding
IFITM10,15851,gene with protein product,18190.0,11.0,9453.0,11.0,9453.0,protein coding
IFNA1,836,gene with protein product,878.0,1.0,878.0,1.0,878.0,protein coding
IFNA2,2069,gene with protein product,1144.0,1.0,1144.0,1.0,1144.0,protein coding
IFNA4,324,gene with protein product,970.0,1.0,970.0,1.0,970.0,protein coding
IFNA5,2187,gene with protein product,988.0,1.0,988.0,1.0,988.0,protein coding
IFNA6,1327,gene with protein product,704.0,2.0,1274.0,2.0,1274.0,protein coding
IFNA7,189,gene with protein product,737.0,1.0,737.0,1.0,737.0,protein coding
IFNA8,583,gene with protein product,1069.0,1.0,1069.0,1.0,1069.0,protein coding
IFNA10,288,gene with protein product,963.0,1.0,963.0,1.0,963.0,protein coding
IFNA13,1355,gene with protein product,686.0,2.0,1320.0,2.0,1320.0,protein coding
IFNA14,268,gene with protein product,1004.0,1.0,1004.0,1.0,1004.0,protein coding
IFNA16,213,gene with protein product,939.0,1.0,939.0,1.0,939.0,protein coding
IFNA17,313,gene with protein product,980.0,1.0,980.0,1.0,980.0,protein coding
IFNA21,644,gene with protein product,1024.0,1.0,1024.0,1.0,1024.0,protein coding
IFNAR1,19359,gene with protein product,35478.0,250.0,118316.0,68.0,51954.0,protein coding
IFNAR2,18322,gene with protein product,60394.0,102.0,32956.0,46.0,22961.0,protein coding
IFNB1,2387,gene with protein product,839.0,1.0,839.0,1.0,839.0,protein coding
IFNE,4696,gene with protein product,1475.0,1.0,1475.0,1.0,1475.0,protein coding
IFNG,13045,gene with protein product,4973.0,4.0,1211.0,4.0,1211.0,protein coding
IFNGR1,19373,gene with protein product,21967.0,132.0,35553.0,47.0,13467.0,protein coding
IFNGR2,19182,gene with protein product,75936.0,46.0,9254.0,30.0,6811.0,protein coding
IFNK,3234,gene with protein product,2209.0,2.0,1164.0,2.0,1164.0,protein coding
IFNL1,9130,gene with protein product,2267.0,5.0,775.0,5.0,775.0,protein coding
IFNL2,745,gene with protein product,1793.0,6.0,951.0,6.0,951.0,protein coding
IFNL3,1844,gene with protein product,1796.0,11.0,1662.0,8.0,1350.0,protein coding
IFNL4,260,gene with protein product,2543.0,12.0,4551.0,7.0,2630.0,protein coding
IFNLR1,17005,gene with protein product,33792.0,30.0,9145.0,16.0,7120.0,protein coding
IFNW1,1320,gene with protein product,1201.0,1.0,1201.0,1.0,1201.0,protein coding
IFRD1,19292,gene with protein product,58131.0,165.0,35200.0,62.0,19196.0,protein coding
IFRD2,18998,gene with protein product,5187.0,87.0,15155.0,58.0,11249.0,protein coding
IFT20,19221,gene with protein product,7165.0,68.0,13828.0,38.0,9882.0,protein coding
IFT22,18714,gene with protein product,10910.0,45.0,17707.0,31.0,15702.0,protein coding
IFT25,19355,gene with protein product,29126.0,24.0,4446.0,17.0,3824.0,protein coding
IFT27,19091,gene with protein product,18055.0,57.0,14482.0,36.0,12419.0,protein coding
IFT43,19025,gene with protein product,182450.0,78.0,10633.0,46.0,8143.0,protein coding
IFT46,18547,gene with protein product,28443.0,103.0,13906.0,46.0,7750.0,protein coding
IFT52,19082,gene with protein product,56363.0,52.0,6527.0,37.0,5012.0,protein coding
IFT57,19245,gene with protein product,61624.0,28.0,6047.0,28.0,6047.0,protein coding
IFT74,18957,gene with protein product,119096.0,127.0,17119.0,50.0,9764.0,protein coding
IFT80,17316,gene with protein product,142895.0,192.0,28897.0,96.0,17391.0,protein coding
IFT81,18044,gene with protein product,94459.0,98.0,17167.0,43.0,11004.0,protein coding
IFT88,18859,gene with protein product,124307.0,86.0,11921.0,53.0,8645.0,protein coding
IFT122,18552,gene with protein product,90904.0,2338.0,348868.0,221.0,59438.0,protein coding
IFT140,17579,gene with protein product,101646.0,124.0,23150.0,83.0,15883.0,protein coding
IFT172,18315,gene with protein product,45429.0,586.0,88272.0,179.0,42558.0,protein coding
IFTAP,17736,gene with protein product,81327.0,135.0,41592.0,62.0,31079.0,protein coding
IGBP1,19311,gene with protein product,32878.0,13.0,3544.0,8.0,2369.0,protein coding
IGBP1C,198,gene with protein product,31622.0,2.0,1513.0,2.0,1513.0,protein coding
IGDCC3,8860,gene with protein product,50876.0,37.0,8380.0,26.0,6661.0,protein coding
IGDCC4,10902,gene with protein product,41464.0,43.0,16900.0,41.0,13805.0,protein coding
IGF1,15524,gene with protein product,85871.0,30.0,11542.0,17.0,9471.0,protein coding
IGF1R,18611,gene with protein product,315992.0,98.0,34522.0,67.0,19825.0,protein coding
IGF2,7311,gene with protein product,29280.0,43.0,24647.0,25.0,17156.0,protein coding
IGF2BP1,9674,gene with protein product,58761.0,45.0,12664.0,29.0,11325.0,protein coding
IGF2BP2,17598,gene with protein product,181913.0,91.0,15955.0,47.0,9759.0,protein coding
IGF2BP3,15433,gene with protein product,160283.0,112.0,20640.0,65.0,15782.0,protein coding
IGF2R,19253,gene with protein product,144426.0,199.0,69856.0,102.0,46817.0,protein coding
IGFALS,6803,gene with protein product,4559.0,6.0,4924.0,6.0,4924.0,protein coding
IGFBP1,5389,gene with protein product,5301.0,11.0,4484.0,8.0,4015.0,protein coding
IGFBP2,16536,gene with protein product,31609.0,16.0,7902.0,14.0,7531.0,protein coding
IGFBP3,17388,gene with protein product,9630.0,33.0,11661.0,21.0,6897.0,protein coding
IGFBP4,18268,gene with protein product,14276.0,4.0,2205.0,4.0,2205.0,protein coding
IGFBP5,13229,gene with protein product,23445.0,8.0,7508.0,8.0,7508.0,protein coding
IGFBP6,17265,gene with protein product,4910.0,21.0,4152.0,15.0,2965.0,protein coding
IGFBP7,18415,gene with protein product,79613.0,14.0,3711.0,11.0,2975.0,protein coding
IGFBPL1,6549,gene with protein product,17927.0,5.0,3566.0,5.0,3566.0,protein coding
IGFL1,3205,gene with protein product,1502.0,4.0,779.0,4.0,779.0,protein coding
IGFL2,8461,gene with protein product,18193.0,18.0,4510.0,14.0,3700.0,protein coding
IGFL3,3685,gene with protein product,4622.0,4.0,680.0,4.0,680.0,protein coding
IGFL4,6272,gene with protein product,37937.0,17.0,5198.0,15.0,5030.0,protein coding
IGFLR1,17731,gene with protein product,3653.0,36.0,8225.0,29.0,6691.0,protein coding
IGFN1,6417,gene with protein product,38129.0,89.0,24589.0,45.0,17025.0,protein coding
IGHA1,11415,immunoglobulin gene,4671.0,8.0,2422.0,6.0,1755.0,lncRNA
IGHA2,8363,immunoglobulin gene,4665.0,8.0,2391.0,6.0,1763.0,lncRNA
IGHD,9098,immunoglobulin gene,8913.0,7.0,1678.0,7.0,1678.0,lncRNA
IGHE,4778,immunoglobulin gene,4038.0,10.0,2897.0,7.0,1942.0,lncRNA
IGHG1,10847,immunoglobulin gene,6729.0,15.0,4769.0,10.0,3759.0,lncRNA
IGHG2,9002,immunoglobulin gene,5232.0,10.0,3710.0,7.0,3052.0,lncRNA
IGHG3,10038,immunoglobulin gene,6903.0,16.0,4019.0,10.0,3209.0,lncRNA
IGHG4,9329,immunoglobulin gene,5561.0,10.0,3716.0,7.0,3055.0,lncRNA
IGHGP,5643,immunoglobulin gene,5211.0,6.0,1178.0,6.0,1178.0,lncRNA
IGHJ1,469,immunoglobulin gene,52.0,1.0,52.0,1.0,52.0,lncRNA
IGHJ2,597,immunoglobulin gene,52.0,1.0,52.0,1.0,52.0,lncRNA
IGHJ3,1130,immunoglobulin gene,49.0,1.0,49.0,1.0,49.0,lncRNA
IGHJ4,1677,immunoglobulin gene,46.0,1.0,46.0,1.0,46.0,lncRNA
IGHJ5,1347,immunoglobulin gene,49.0,1.0,49.0,1.0,49.0,lncRNA
IGHJ6,1601,immunoglobulin gene,61.0,1.0,61.0,1.0,61.0,lncRNA
IGHM,11347,immunoglobulin gene,4514.0,10.0,3171.0,7.0,2204.0,lncRNA
IGHMBP2,18556,gene with protein product,36740.0,235.0,55436.0,103.0,26232.0,protein coding
IGIP,17439,gene with protein product,3456.0,1.0,3456.0,1.0,3456.0,protein coding
IGKC,12702,immunoglobulin gene,523.0,1.0,523.0,1.0,523.0,lncRNA
IGKJ1,1042,immunoglobulin gene,38.0,1.0,38.0,1.0,38.0,lncRNA
IGKJ2,435,immunoglobulin gene,39.0,1.0,39.0,1.0,39.0,lncRNA
IGKJ3,669,immunoglobulin gene,38.0,1.0,38.0,1.0,38.0,lncRNA
IGKJ4,761,immunoglobulin gene,37.0,1.0,37.0,1.0,37.0,lncRNA
IGKJ5,1250,immunoglobulin gene,38.0,1.0,38.0,1.0,38.0,lncRNA
IGLC1,2453,immunoglobulin gene,460.0,1.0,460.0,1.0,460.0,lncRNA
IGLC2,10364,immunoglobulin gene,462.0,1.0,462.0,1.0,462.0,lncRNA
IGLC3,9785,immunoglobulin gene,462.0,1.0,462.0,1.0,462.0,lncRNA
IGLC6,4276,immunoglobulin gene,317.0,1.0,317.0,1.0,317.0,lncRNA
IGLC7,5944,immunoglobulin gene,441.0,1.0,441.0,1.0,441.0,lncRNA
IGLJ1,1395,immunoglobulin gene,127.0,1.0,127.0,1.0,127.0,lncRNA
IGLJ2,1855,immunoglobulin gene,175.0,1.0,175.0,1.0,175.0,lncRNA
IGLJ3,2327,immunoglobulin gene,176.0,1.0,176.0,1.0,176.0,lncRNA
IGLJ4,19,immunoglobulin gene,33.0,1.0,33.0,1.0,33.0,lncRNA
IGLJ5,107,immunoglobulin gene,72.0,1.0,72.0,1.0,72.0,lncRNA
IGLJ6,339,immunoglobulin gene,70.0,1.0,70.0,1.0,70.0,lncRNA
IGLJ7,286,immunoglobulin gene,46.0,1.0,46.0,1.0,46.0,lncRNA
IGLL1,10602,gene with protein product,7178.0,8.0,2253.0,8.0,2253.0,protein coding
IGLL5,8628,gene with protein product,8332.0,8.0,3517.0,8.0,3517.0,protein coding
IGLON5,9898,gene with protein product,19248.0,8.0,3347.0,8.0,3347.0,protein coding
IGSF1,10029,gene with protein product,305394.0,172.0,37970.0,66.0,13861.0,protein coding
IGSF3,13993,gene with protein product,93357.0,36.0,18671.0,18.0,11356.0,protein coding
IGSF5,7435,gene with protein product,56899.0,17.0,4061.0,17.0,4061.0,protein coding
IGSF6,17318,gene with protein product,13059.0,11.0,4272.0,10.0,4165.0,protein coding
IGSF8,19020,gene with protein product,7604.0,28.0,8762.0,15.0,4227.0,protein coding
IGSF9,11705,gene with protein product,18575.0,81.0,19711.0,50.0,13080.0,protein coding
IGSF9B,13375,gene with protein product,60531.0,64.0,25628.0,44.0,21212.0,protein coding
IGSF10,14915,gene with protein product,35678.0,16.0,13689.0,16.0,13689.0,protein coding
IGSF11,10957,gene with protein product,245512.0,64.0,19802.0,36.0,13327.0,protein coding
IGSF21,9799,gene with protein product,270686.0,24.0,5267.0,23.0,4792.0,protein coding
IGSF22,16098,gene with protein product,21919.0,69.0,13009.0,52.0,10139.0,protein coding
IGSF23,6701,gene with protein product,23219.0,16.0,2518.0,13.0,2145.0,protein coding
IHH,6358,gene with protein product,6498.0,3.0,2473.0,3.0,2473.0,protein coding
IHO1,10501,gene with protein product,59679.0,33.0,10004.0,18.0,8292.0,protein coding
IK,19348,gene with protein product,15423.0,69.0,8332.0,45.0,6240.0,protein coding
IKBIP,19121,gene with protein product,31709.0,8.0,5915.0,7.0,5797.0,protein coding
IKBKB,19168,gene with protein product,61159.0,375.0,66696.0,112.0,33057.0,protein coding
IKBKE,18322,gene with protein product,26414.0,82.0,11073.0,37.0,5772.0,protein coding
IKBKG,17796,gene with protein product,23848.0,183.0,35376.0,55.0,12657.0,protein coding
IKZF1,18244,gene with protein product,101034.0,109.0,55302.0,52.0,38484.0,protein coding
IKZF2,18234,gene with protein product,152737.0,97.0,47533.0,41.0,30889.0,protein coding
IKZF3,17738,gene with protein product,106595.0,110.0,44105.0,27.0,24365.0,protein coding
IKZF4,18294,gene with protein product,30777.0,78.0,29290.0,43.0,16632.0,protein coding
IKZF5,18921,gene with protein product,18006.0,20.0,10692.0,15.0,9877.0,protein coding
IL1A,10855,gene with protein product,10569.0,7.0,2017.0,7.0,2017.0,protein coding
IL1B,16137,gene with protein product,7066.0,37.0,6940.0,24.0,5631.0,protein coding
IL1F10,711,gene with protein product,7874.0,11.0,3272.0,8.0,2366.0,protein coding
IL1R1,17081,gene with protein product,115331.0,110.0,23061.0,47.0,14637.0,protein coding
IL1R2,15660,gene with protein product,36585.0,45.0,8417.0,25.0,5306.0,protein coding
IL1RAP,18475,gene with protein product,145700.0,117.0,38654.0,43.0,21347.0,protein coding
IL1RAPL1,9069,gene with protein product,1369273.0,11.0,3615.0,11.0,3615.0,protein coding
IL1RAPL2,6296,gene with protein product,1201631.0,15.0,3620.0,15.0,3620.0,protein coding
IL1RL1,10197,gene with protein product,40536.0,59.0,16335.0,39.0,13113.0,protein coding
IL1RL2,11610,gene with protein product,52997.0,37.0,6093.0,28.0,4478.0,protein coding
IL1RN,15692,gene with protein product,34702.0,70.0,16724.0,41.0,11356.0,protein coding
IL2,8410,gene with protein product,5256.0,7.0,1615.0,7.0,1615.0,protein coding
IL2RA,15615,gene with protein product,51682.0,42.0,11009.0,23.0,8881.0,protein coding
IL2RB,16709,gene with protein product,56453.0,197.0,71277.0,55.0,28976.0,protein coding
IL2RG,15985,gene with protein product,4705.0,46.0,10451.0,33.0,8317.0,protein coding
